Reference code,Latitude,Longitude,"Date ""Before Present""",Standard error,Chronocultural attribution,Associated materials,Country,Site name,Associated publications,Clear LSA,Associated Lithics
Lv-1939,3.3628,11.5072,2420,70,Ancient Iron Age,"Ceramics, Domesticated animals, Wild animals, Lithics, Iron Metallurgy, Pit Features, Coal",Cameroon,Nkang,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172.",NA,NA
Lv-1941,3.3628,11.5072,2340,70,Ancient Iron Age,"Ceramics, Domesticated animals, Wild animals, Lithics, Iron Metallurgy, Pit Features, Palm Nuts, Coal",Cameroon,Nkang,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172.",NA,NA
Gif-8139,-0.1056,11.1472,1935,40,Neolithic,"Ceramics, Eclat hache polie, Pierre à cupules, Pit Features, Coal",Gabon,Epona 1,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Beta-54222,0.1167,9.7333,0,,Recent Iron Age,"Ceramics, European Objects, Coquilles : Anadara senilis",Gabon,Remboué 15,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia",NA,NA
Beta-14833,0.4833,9.5167,1740,60,Ancient Iron Age,"Ceramics, Fishbones, Iron Metallurgy, Pit Features, Coal, Palm Nuts",Gabon,Oveng 1,"1986 - Métallurgie ancienne du fer au Gabon : Premiers élémnts de synthèse - Muntu, 4-5, 47-55.",NA,NA
Beta-20790,0.4906,9.4125,2230,60,Neolithic,"Ceramics, Grindstones, Polissoir, Pit Features, Noix de palme",Gabon,Okala 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Hv-6610,-8.11,26.26,655,125,Recent Iron Age,"Ceramics, Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
Hv-6613,-8.11,26.26,770,95,Recent Iron Age,"Ceramics, Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
Hv-6608,-8.11,26.26,805,115,Recent Iron Age,"Ceramics, Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
Hv-6614,-8.11,26.26,855,90,Recent Iron Age,"Ceramics, Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
Hv-6612,-8.11,26.26,875,75,Recent Iron Age,"Ceramics, Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
Beta-296115,0.9166,9.332,940,30,Recent Iron Age,"Ceramics, Iron Metallurgy, ",Guinée Equatoriale,Nandá,"2012 - An ancient and common tradition. Funerary rituals and Society in Equatorial Guinea during the Iron Age (50 BC-1200 AD) - African Archaeological Review, 30 (2): 115-143.",NA,NA
Hv-6611,-8.11,26.26,995,40,Recent Iron Age,"Ceramics, Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
Hv-6609,-8.11,26.26,1205,105,Ancient Iron Age,"Ceramics, Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
B-263,-8.11,26.26,1240,120,Recent Iron Age,"Ceramics, Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
Ly-70723,5.0083,14.0239,1795,35,Ancient Iron Age,"Ceramics, Iron Metallurgy, ",Cameroon,Pk 2-4 225 Wantamo,2001 - Surveillance archéologique de l’axe routier Bertoua Garoua Boulaï - Rapport final.,NA,NA
Ly-70122,5.0083,14.0239,1805,35,Ancient Iron Age,"Ceramics, Iron Metallurgy, ",Cameroon,Pk 2-4 225 Wantamo,2001 - Surveillance archéologique de l’axe routier Bertoua Garoua Boulaï - Rapport final.,NA,NA
SacA 32568,2.3857,12.462,1835,30,Ancient Iron Age,"Ceramics, Iron Metallurgy, ",Cameroon,Efoulan 1,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
SacA 32572,2.4956,12.0319,1865,30,Ancient Iron Age,"Ceramics, Iron Metallurgy, ",Cameroon,Gps051,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
SacA 36073,2.4956,12.0319,1990,30,Ancient Iron Age,"Ceramics, Iron Metallurgy, ",Cameroon,Gps051,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
SacA 36078,2.5013,12.0249,2280,30,Ancient Iron Age,"Ceramics, Iron Metallurgy, ",Cameroon,Nya Zanga,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
KIA-33069,2.3775,9.8311,1713,25,Ancient Iron Age,"Ceramics, Iron Metallurgy, Coal",Cameroon,Campo,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-33068,2.3775,9.8311,1729,26,Ancient Iron Age,"Ceramics, Iron Metallurgy, Coal",Cameroon,Campo,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-33073,2.3775,9.8311,1729,26,Ancient Iron Age,"Ceramics, Iron Metallurgy, Coal",Cameroon,Campo,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-33070,2.3775,9.8311,1796,24,Ancient Iron Age,"Ceramics, Iron Metallurgy, Coal",Cameroon,Campo,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-12949,3.6447,9.7869,1888,29,Ancient Iron Age,"Ceramics, Iron Metallurgy, Coal",Cameroon,Mouanko-Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-33075,2.3775,9.8311,1901,24,Ancient Iron Age,"Ceramics, Iron Metallurgy, Coal",Cameroon,Campo,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Erl-12264,3.6447,9.7869,1960,39,Ancient Iron Age,"Ceramics, Iron Metallurgy, Coal",Cameroon,Mouanko-Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-33076,2.3775,9.8311,1988,28,Ancient Iron Age,"Ceramics, Iron Metallurgy, Coal",Cameroon,Campo,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-27037,2.8967,9.9058,2193,29,Neolithic,"Ceramics, Iron Metallurgy, Coal",Cameroon,Bwambé Sommet,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
KIA-33074,2.3775,9.8311,1714,23,Ancient Iron Age,"Ceramics, Iron Metallurgy, Fruits, Charred Granins",Cameroon,Campo,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-31780,2.4678,11.1678,1801,24,Ancient Iron Age,"Ceramics, Iron Metallurgy, Fruits, Charred Granins",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-31779,2.4678,11.1678,1814,23,Ancient Iron Age,"Ceramics, Iron Metallurgy, Fruits, Charred Granins",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-27031/2,2.4678,11.1678,1982,50,Ancient Iron Age,"Ceramics, Iron Metallurgy, Fruits, Charred Granins",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
SacA 36079,2.5013,12.0249,2165,30,Ancient Iron Age,"Ceramics, Iron Metallurgy, Iron Metallurgy, ",Cameroon,Nya Zanga,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
Erl-12259,2.5543,11.5954,1886,38,Ancient Iron Age,"Ceramics, Iron Metallurgy, Iron Metallurgy, Tuyères, Pit Features, Coal",Cameroon,Nkpwala Esse Nkp 08/10,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73.",NA,NA
Erl-12260,2.5543,11.5954,1896,38,Ancient Iron Age,"Ceramics, Iron Metallurgy, Iron Metallurgy, Tuyères, Pit Features, Fruits, Charred Granins",Cameroon,Nkpwala Esse Nkp 08/10,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73.",NA,NA
SacA-31426,2.4015,12.4215,1880,70,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, ",Cameroon,Akom,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
SacA-31427,2.4015,12.4215,1950,30,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, ",Cameroon,Akom,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
Gif-7776,-0.1086,11.5528,2110,70,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, ",Gabon,Okanda 2,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Beta-182571,3.8514,11.3775,1410,60,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Cameroon,Ongot (Eca 279),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Gif-7777,-0.1,11.8,1420,50,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Gabon,Mbama 1,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Beta-182575,4.24,11.28,1810,60,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Cameroon,Ndjoré (Eca 315),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Gif-7524,-0.1278,11.5889,1840,60,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Gabon,Okanda 5,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Gif-8051,-0.0875,11.1708,1850,60,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Gabon,Elarmekora 3,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Beta-182576,4.24,11.28,1870,40,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Cameroon,Ndjoré (Eca 315),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182573,4.24,11.28,1930,60,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Cameroon,Ndjoré (Eca 315),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-146655,2.8967,9.9058,2200,60,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Cameroon,Bwambé,"2000 - Les premiers résultats de la recherche archéologique dans le sanctuaire de Banyang Mbo (Sud-Ouest du Cameroun) - L'Anthropologie,104: 341-354.",NA,NA
Beta-182570,3.8514,11.3775,2240,100,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Cameroon,Ongot (Eca 279),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-15067,-0.0625,11.1217,2260,120,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Gabon,Otoumbi 5,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Beta-182579,4.4883,11.9847,2630,70,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Cameroon,Zili (Eca 323),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193",NA,NA
Beta-14834,-0.0675,11.0917,2640,70,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Coal",Gabon,Otoumbi 2,,NA,NA
Poz-57845,2.4055,13.1145,1615,30,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Palm Nuts",Cameroon,Meveme,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
Beta-182584,4.7764,12.6867,2110,60,Ancient Iron Age,"Ceramics, Iron Metallurgy, Pit Features, Palm Nuts, Coal",Cameroon,Meyang (Eca 335),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-28828,-1.5833,14.2667,970,80,Recent Iron Age,"Ceramics, Iron Metallurgy, Tuyères, Coal",Gabon,"Mina, Léconi","1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-182563,6.771,14.4206,750,70,Recent Iron Age,"Ceramics, Lithics, ",Cameroon,Beka Petel (Eca 243),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182562,6.771,14.4206,870,60,Recent Iron Age,"Ceramics, Lithics, ",Cameroon,Beka Petel (Eca 243),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Uga-5688,-4.6833,11.9167,2270,400,Neolithic,"Ceramics, Lithics, ",Congo,Tchissanga,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris.",NA,NA
Hv-6254,-5.7667,14.8,2985,95,Neolithic/ LSA,"Ceramics, Lithics, ",DRC,Kwimba,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris",NA,NA
Hv-11574,-0.8182,19.7888,3775,105,Neolithic/ LSA,"Ceramics, Lithics, ",DRC,Imbonga,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",NA,NA
Beta-182538,3.0631,10.2189,700,60,Recent Iron Age,"Ceramics, Lithics, Coal",Cameroon,Ndtoua (Eca 068),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182540,3.0631,10.2189,1920,70,Ancient Iron Age,"Ceramics, Lithics, Coal",Cameroon,Ndtoua (Eca 068),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Tx-6187,-4.6833,11.9167,2020,60,Neolithic,"Ceramics, Lithics, Coal",Congo,Tchissanga,"1990 - Congo to Kalahari : data and hypotheses about the political economy of the western stream of the Early Iron Age - The African Archaeological Review, 8: 139-175.",NA,NA
Hv-6250,-5.5667,15.2167,2160,60,Neolithic,"Ceramics, Lithics, Coal",DRC,Ntadi Ntadi,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris.",NA,NA
Tx-6184,-4.6833,11.9167,2450,70,Neolithic,"Ceramics, Lithics, Coal",Congo,Tchissanga,"1990 - Congo to Kalahari : data and hypotheses about the political economy of the western stream of the Early Iron Age - The African Archaeological Review, 8: 139-175.",NA,NA
Tx-6185,-4.6833,11.9167,2530,60,Neolithic,"Ceramics, Lithics, Coal",Congo,Tchissanga,"1990 - Congo to Kalahari : data and hypotheses about the political economy of the western stream of the Early Iron Age - The African Archaeological Review, 8: 139-175",NA,NA
Lv-46,-4.3922,15.2783,3080,170,Neolithic / LSA,"Ceramics, Lithics, Coal",DRC,Mt Amba,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",NA,NA
KIA-8458,3.6428,9.7994,3860,29,Neolithic / LSA,"Ceramics, Lithics, Coal",Cameroon,Mouanko-Epolo,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249",NA,NA
Beta-20787,0.4906,9.4125,560,50,Recent Iron Age,"Ceramics, Lithics, Coal, Noix de palme",Gabon,Okala 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-182542,4.8489,13.0633,1690,70,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Coal",Cameroon,Koukony (Eca 084),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Lv-1393,3.9141,11.504,1930,130,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, ",Cameroon,Ndindan,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172.",NA,NA
Gif-10753,-0.0929,11.3009,1480,60,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal",Gabon,Lindili 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Gif-10752,-0.0929,11.3009,1745,40,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal",Gabon,Lindili 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Oxa-7753,-0.0929,11.3009,1830,35,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal",Gabon,Lindili 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Gif-10436,-0.0929,11.3009,1890,50,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal",Gabon,Lindili 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Oxa-7602,-0.0929,11.3009,1905,35,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal",Gabon,Lindili 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Gif-81138,-0.0929,11.3009,1910,40,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal",Gabon,Lindili 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Lv-1394,3.8167,11.5,2120,70,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal",Cameroon,Obobogo,"1992 - Sédentarisation, agriculture et métallurgie du Sud-Cameroun: synthèse des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archéologie au Cameroun : Actes du premier colloque international de Yaoundé (6-9 janvier 1986)'' Karthala, p. 247-162.",NA,NA
Beta-22495,4.0167,11.55,2380,70,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal",Cameroon,Mfomakap,"1998 - Recherches archéologiques au Cameroun méridional: résultats des prospections et hypothèses sur les phases de peuplement - In: Delneuf M., Essomba J.-M., Froment A., ed., Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun, L'Harmattan, p. 213-224.",NA,NA
Hv-12853,4.0333,11.55,1920,60,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal, Noix de palme",Cameroon,Nkometou,"1998 - Larchéologie de l'Âge du Fer au Cameroun Méridional - in: Delneuf M., Essomba J.-M., Froment A. (ed.), Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun, L'Harmattan, Paris, 233-247.",NA,NA
Lv-1699,-5.167,14.008,2120,65,Neolithic,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal, Noix de palme",DRC,Sakuzi,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris.",NA,NA
Hv-12854,4.0333,11.55,2230,80,Ancient Iron Age,"Ceramics, Lithics, Iron Metallurgy, Pit Features, Coal, Noix de palme",Cameroon,Nkometou,"1998 - Larchéologie de l'Âge du Fer au Cameroun Méridional - in: Delneuf M., Essomba J.-M., Froment A. (ed.), Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun, L'Harmattan, Paris, 233-247.",NA,NA
